Dates|S 1 Comdty_PX_LAST|C 1 Comdty_PX_LAST|W 1 Comdty_PX_LAST|SM1 Comdty_PX_LAST|BO1 Comdty_PX_LAST|AK1 Comdty_PX_LAST|AE1 Comdty_PX_LAST|SH1 Comdty_PX_LAST|DL1 Comdty_PX_LAST|DDGSFVGM Comdty_PX_LAST|BCOM Index_PX_LAST|BCOMTR Index_PX_LAST|DBC US Equity_PX_LAST|CCI Index_PX_LAST|USDCAD Curncy_PX_LAST|BB_MA|BB_UPPER|BB_LOWER|EMAVG
2015-07-22|1020.75|402.75|516.75|363.5|31.35|4043|2702|5524|1.532|222|95.3199|192.002|16.41|410.32|1.3033|1018.4|1055.051875804657|981.7481241953428|1018.5474783456964
2015-07-23|1010.0|403.25|521.5|359.0|31.19|4032|2711|5524|1.523|222|94.3904|190.1297|16.27|407.27|1.3037|1019.8125|1052.6887357182206|986.9362642817796|1015.6983188971308
2015-07-24|991.25|392.5|511.75|354.8|30.48|4058|2681|5524|1.495|222|93.2871|187.9076|16.14|403.15|1.3049|1019.3625|1053.518932410309|985.2060675896912|1007.548879264754
2015-07-27|961.25|373.0|502.5|344.2|30.11|4044|2646|5524|1.443|222|92.1493|185.6161|15.83|399.61|1.3038|1017.325|1059.339015518634|975.3109844813664|992.115919509836
2015-07-28|974.75|375.0|510.75|345.2|30.66|4028|2623|5524|1.477|222|92.8979|187.1244|15.96|402.6|1.2921|1015.9375|1061.5011573927072|970.3738426072928|986.327279673224
2015-07-29|983.0|367.75|496.25|350.0|30.21|4107|2619|5524|1.482|222|93.045|187.421|16.01|403.14|1.2945|1012.275|1056.028257021621|968.5217429783792|985.218186448816
2015-07-30|990.25|373.25|496.5|357.1|30.28|4148|2619|5558|1.501|222|92.6245|186.574|15.95|403.23|1.3|1009.75|1052.454800666904|967.045199333096|986.895457632544
2015-07-31|980.75|371.0|499.25|354.6|29.98|4144|2614|5558|1.505|214|91.7827|184.8788|15.73|400.85|1.3091|1006.875|1049.258811768174|964.491188231826|984.8469717550296
2015-08-03|945.0|366.5|499.0|336.3|29.97|4132|2611|5558|1.488|214|90.4331|182.161|15.47|398.43|1.3156|1003.0125|1052.5618377856858|953.463162214314|971.5646478366864
2015-08-04|948.75|368.75|493.5|337.5|29.95|4140|2620|5558|1.492|214|91.1156|183.5362|15.56|400.79|1.3193|1000.85|1055.6319313277654|946.0680686722346|963.9597652244576
2015-08-05|962.75|372.75|502.0|343.8|29.73|4148|2620|5558|1.492|214|90.8273|182.9559|15.5|399.68|1.3177|999.15|1056.3903703691722|941.9096296308278|963.5565101496384
2015-08-06|956.0|369.75|507.0|339.2|29.75|4189|2620|5558|1.457|214|90.5323|182.3619|15.49|397.68|1.311|995.6375|1054.3964301723577|936.8785698276424|961.0376734330924
2015-08-07|975.5|372.75|510.5|344.3|30.13|4195|2580|5558|1.46|214|90.4799|182.2568|15.43|399.26|1.3131|992.8125|1049.7101877825453|935.9148122174548|965.8584489553948
2015-08-10|1008.25|390.25|525.5|353.6|30.49|4228|2580|5558|1.487|214|92.6227|186.5742|15.76|405.29|1.3001|991.35|1044.9882326330762|937.7117673669238|979.9889659702632
2015-08-11|981.0|376.5|507.25|341.7|30.16|4251|2622|5558|1.463|214|91.1178|183.5435|15.55|402.51|1.3114|988.725|1038.8807324739655|938.5692675260344|980.3259773135088
2015-08-12|918.5|357.25|492.25|323.7|29.1|4247|2640|5558|1.432|214|90.8315|182.9675|15.5|400.64|1.2977|983.4|1039.3044720930266|927.4955279069732|959.717318209006
2015-08-13|936.25|363.75|503.25|330.9|28.99|4238|2640|5558|1.458|214|90.4538|182.2072|15.43|401.54|1.306|979.2625|1036.2536122456827|922.2713877543174|951.894878806004
2015-08-14|925.25|364.0|506.5|325.2|29.08|4239|2611|5558|1.47|214|90.3553|182.0095|15.33|401.86|1.3088|974.7875|1033.9439187134417|915.6310812865586|943.013252537336
2015-08-17|927.0|363.25|500.5|325.4|29.06|4261|2645|5508|1.47|214|89.8147|180.9223|15.27|399.13|1.3079|970.75|1031.3610550972346|910.1389449027656|937.6755016915574
2015-08-18|913.25|366.25|494.25|324.6|28.32|4241|2654|5514|1.495|214|89.2938|179.8736|15.19|397.9|1.3059|965.475|1026.8170532750576|904.1329467249424|929.5336677943716
2015-08-19|903.5|367.25|496.25|324.0|27.89|4199|2618|5512|1.466|214|88.5264|178.3284|15.02|396.26|1.3129|959.6125|1021.1144257828564|898.1105742171434|920.8557785295812
2015-08-20|921.5|371.0|506.25|330.9|27.98|4176|2632|5544|1.464|214|89.2297|179.7456|15.06|398.46|1.3087|955.1875|1014.2374523708528|896.1375476291471|921.0705190197208
2015-08-21|905.25|365.25|499.5|326.9|27.36|4170|2642|5558|1.447|200|87.8048|176.8758|14.81|392.89|1.3189|950.8875|1011.3158615117936|890.4591384882066|915.797012679814
2015-08-24|892.75|368.75|503.25|326.4|26.55|4104|2603|5444|1.443|200|85.8531|172.9457|14.44|385.56|1.3287|947.4625|1012.7249078241064|882.2000921758935|908.114675119876
2015-08-25|894.25|365.5|495.0|327.6|26.82|4095|2608|5390|1.44|200|86.2752|173.7963|14.5|385.77|1.3336|943.4375|1011.3475277941336|875.5274722058664|903.493116746584
2015-08-26|877.75|361.75|489.75|324.4|26.12|4112|2634|5500|1.415|200|85.1383|171.5064|14.41|382.92|1.3292|938.175|1009.2448775853736|867.1051224146263|894.9120778310561
2015-08-27|886.25|363.75|484.25|322.9|26.89|4072|2624|5520|1.428|200|87.7216|176.7105|14.93|391.59|1.3199|932.975|1003.2576258758164|862.6923741241835|892.0247185540375
2015-08-28|893.25|363.25|477.0|321.4|27.79|4079|2630|5536|1.443|197|89.3579|180.007|15.32|396.09|1.32|928.6|997.318338163841|859.8816618361591|892.4331457026917
2015-08-31|897.5|363.75|482.5|320.9|27.92|4063|2620|5500|1.46|197|90.9328|183.1802|15.69|399.78|1.314|926.225|995.790059476723|856.6599405232771|894.1220971351279
2015-09-01|874.0|369.0|486.25|310.5|27.34|4062|2591|5456|1.439|197|88.738|178.7593|15.17|394.77|1.3259|922.4875|994.7885157259218|850.1864842740781|887.4147314234186
2015-09-02|874.0|367.5|479.0|312.2|26.86|4058|2605|5516|1.445|197|88.9281|179.1428|15.3|395.04|1.3269|918.05|990.8144487370034|845.2855512629965|882.9431542822791
2015-09-03|869.5|361.5|465.25|310.1|26.85|4058|2605|5516|1.446|197|89.4195|180.1333|15.4|396.35|1.3179|913.725|987.2316153485522|840.2183846514479|878.4621028548528
2015-09-04|866.5|363.0|467.75|308.1|26.53|4058|2605|5516|1.454|197|88.4894|178.2599|15.21|393.91|1.3282|908.275|978.7535250980752|837.7964749019249|874.4747352365686
2015-09-07|866.5|363.0|467.75|308.1|26.53|4032|2595|5602|1.454|197|88.4894|178.2599|15.21|393.91|1.3307|901.825|956.325481649248|847.3245183507522|876.0664901577125
2015-09-08|879.25|368.25|475.0|309.6|26.93|3996|2602|5604|1.465|197|89.3503|179.9962|15.32|397.69|1.3208|901.825|956.325481649248|847.3245183507522|876.0664901577125
2015-09-09|872.25|369.0|472.25|309.7|26.68|4014|2649|5710|1.468|197|88.2201|177.7197|15.12|394.78|1.3259|896.3875|938.4973192230744|854.2776807769258|874.7943267718084
2015-09-10|874.0|374.25|478.0|308.0|26.95|4015|2648|5604|1.473|197|89.1462|179.5858|15.25|395.96|1.3252|894.1625|936.0657442061472|852.259255793853|874.5295511812056
2015-09-11|874.25|387.0|485.0|310.9|26.65|4038|2650|5620|1.489|197|88.9268|179.1442|15.23|395.17|1.3264|891.0625|929.0423877697132|853.0826122302869|874.4363674541371
2015-09-14|884.25|393.5|501.25|314.3|26.93|4027|2601|5620|1.514|197|88.5721|178.4306|15.04|395.53|1.3265|889.0125|923.6706429825662|854.3543570174339|877.7075783027582
2015-09-15|889.0|390.5|494.75|318.6|26.47|4022|2662|5600|1.517|197|88.571|178.4288|15.09|394.94|1.3249|887.1125|917.0814318294796|857.1435681705203|881.4717188685055
2015-09-16|887.25|386.0|488.25|316.3|26.68|4050|2618|5486|1.52|197|89.4589|180.2177|15.34|396.89|1.3172|885.8125|913.2851568609592|858.3398431390409|883.3978125790037
2015-09-17|884.5|379.75|481.5|313.2|26.67|4080|2707|5644|1.522|197|89.0314|179.3569|15.24|396.01|1.3183|884.8625|911.1096307955744|858.6153692044254|883.7652083860025
2015-09-18|867.25|377.25|486.75|309.0|26.05|4069|2687|5630|1.537|187|87.7272|176.7297|15.01|392.29|1.3226|882.15|903.43520613008|860.8647938699198|878.2601389240017
2015-09-21|874.25|384.5|496.75|309.6|26.5|4012|2664|5526|1.567|187|88.5615|178.4113|15.18|394.44|1.3255|880.6|899.2871613681693|861.9128386318307|876.9234259493345
2015-09-22|861.75|380.5|495.5|304.9|26.13|4028|2645|5526|1.562|187|87.6693|176.6138|15.09|389.37|1.3272|879.05|898.5728071751989|859.527192824801|871.8656172995564
2015-09-23|863.75|383.25|507.5|303.1|26.33|4003|2665|5526|1.535|187|87.186|175.6403|14.97|387.7|1.332|877.525|896.8238989323225|858.2261010676774|869.1604115330376
2015-09-24|868.0|381.5|497.25|302.4|26.98|3968|2659|5580|1.5|187|87.8704|177.019|15.06|390.45|1.3305|877.0375|896.7765950907077|857.2984049092923|868.7736076886918
2015-09-25|889.25|389.0|507.75|308.7|27.72|3950|2670|5626|1.53|181|88.4942|178.2759|15.15|393.35|1.3337|877.1875|897.2473323771661|857.1276676228339|875.5990717924612
2015-09-28|876.75|386.75|505.5|304.7|27.18|3933|2670|5680|1.534|181|87.3344|175.9393|14.94|388.39|1.3397|876.3625|895.0202564299676|857.7047435700323|875.9827145283076
2015-09-29|884.25|389.0|503.75|305.7|27.46|3958|2666|5680|1.522|181|87.5618|176.3976|15.04|389.06|1.3422|875.7|892.1146276229466|859.2853723770535|878.7384763522051
2015-09-30|892.0|387.75|512.75|308.3|27.1|4008|2629|5680|1.535|181|87.8214|176.9206|15.15|388.99|1.3313|876.6|894.4538511251775|858.7461488748226|883.1589842348035
2015-10-01|877.25|388.75|518.25|303.9|27.32|4008|2629|5680|1.536|181|87.1305|175.5287|15.05|388.24|1.3268|876.7625|894.5778550343517|858.9471449656484|881.1893228232024
2015-10-02|874.25|389.25|513.25|301.2|28.06|4008|2629|5680|1.54|184|87.8914|177.0618|15.15|391.97|1.3152|877.0|894.5463671453666|859.4536328546334|878.8762152154683
2015-10-05|884.25|393.5|515.5|303.8|28.66|4008|2629|5680|1.589|184|88.8007|178.8938|15.35|396.35|1.3086|877.8875|895.0102005755518|860.7647994244483|880.6674768103122
2015-10-06|888.0|398.25|526.25|303.6|28.71|4008|2629|5680|1.601|184|90.2675|181.8488|15.65|401.77|1.3034|878.325|896.0027402402004|860.6472597597997|883.1116512068749
2015-10-07|891.0|395.75|516.75|306.5|28.62|4008|2629|5680|1.575|184|90.1089|181.5292|15.62|401.72|1.3057|879.2625|897.5309666844265|860.9940333155736|885.7411008045833
2015-10-08|881.25|391.25|511.5|304.3|28.36|3885|2671|5802|1.557|184|90.3452|182.0053|15.69|402.8|1.3016|879.625|897.7485344235058|861.5014655764942|884.2440672030556
2015-10-09|885.75|382.75|509.25|307.8|28.34|3804|2656|5802|1.541|180|91.0084|183.3413|15.76|405.93|1.2945|880.2|898.3346353699213|862.0653646300788|884.7460448020371
2015-10-12|887.5|380.75|506.75|309.5|28.18|3816|2666|5858|1.523|180|90.0524|181.4154|15.51|405.44|1.2998|880.3625|898.6965359713839|862.028464028616|885.6640298680247
2015-10-13|914.0|384.5|519.0|317.7|28.79|3843|2674|5754|1.54|180|89.9819|181.2734|15.41|407.02|1.3039|881.6125|904.877535460966|858.347464539034|895.1093532453499
2015-10-14|910.5|379.0|508.25|315.8|28.83|3903|2726|5800|1.533|180|90.1376|181.5871|15.45|408.55|1.2936|882.775|909.1643444405124|856.3856555594876|900.2395688302333
2015-10-15|905.25|375.5|502.5|314.0|28.58|3903|2737|5768|1.522|180|89.839|180.9856|15.41|407.64|1.2864|883.8125|911.9642650423556|855.6607349576443|901.9097125534888
2015-10-16|898.25|376.75|492.25|312.0|28.6|3904|2745|5768|1.524|183|89.7835|180.8736|15.42|407.14|1.2914|885.3625|913.1066322625164|857.6183677374836|900.6898083689927
2015-10-19|891.0|373.0|485.75|310.8|28.14|3850|2701|5768|1.525|183|88.5192|178.3267|15.14|404.3|1.3019|886.2|913.5603728044777|858.8396271955224|897.4598722459951
2015-10-20|896.0|376.75|491.25|309.5|28.66|3857|2696|5612|1.539|183|88.829|178.9509|15.17|405.48|1.298|887.9125|913.1415878749114|862.6834121250887|896.9732481639968
2015-10-21|905.25|380.75|494.75|310.5|29.18|3875|2685|5836|1.551|183|88.1843|177.6523|15.04|403.74|1.3139|889.9875|913.7074678541096|866.2675321458902|899.7321654426646
2015-10-22|898.75|378.25|490.75|307.8|28.85|3870|2695|5892|1.559|183|88.1748|177.6331|15.09|403.58|1.3088|891.525|913.2470510081346|869.8029489918654|899.4047769617764
2015-10-23|895.5|379.75|490.5|305.1|28.57|3894|2613|5892|1.58|185|87.4464|176.1659|15.0|400.02|1.3166|891.8375|913.5994363798352|870.0755636201646|898.1031846411844
2015-10-26|885.0|384.5|509.0|302.2|27.78|3868|2629|5832|1.601|185|86.9614|175.189|14.96|398.69|1.3153|892.25|913.1479664082416|871.3520335917583|893.7354564274564
2015-10-27|891.25|380.0|509.25|304.7|27.89|3800|2629|5832|1.58|185|86.6234|174.5081|14.89|397.84|1.3269|892.6|913.1823953902358|872.0176046097642|892.9069709516376
2015-10-28|881.5|376.0|506.0|299.9|28.11|3780|2642|5832|1.586|185|87.642|176.5602|15.14|401.56|1.3191|892.075|913.2197984147402|870.9302015852599|889.1046473010917
2015-10-29|878.75|380.0|515.0|301.6|27.88|3791|2624|5832|1.588|185|86.8672|174.9995|15.05|398.83|1.3172|892.15|913.0936147787338|871.2063852212661|885.6530982007279
2015-10-30|883.75|382.25|522.0|304.4|28.2|3846|2585|6030|1.602|185|87.4289|176.1312|15.2|401.07|1.308|892.625|912.3166860629048|872.9333139370951|885.0187321338186
2015-11-02|878.75|376.5|508.0|302.2|27.85|3846|2470|6244|1.559|185|86.8684|175.0023|15.12|399.8|1.3094|892.35|912.64618190695|872.0538180930502|882.9291547558792
2015-11-03|879.0|380.5|516.5|301.3|28.15|3846|2470|6244|1.534|185|87.693|176.664|15.39|401.61|1.306|891.9|912.9472088410791|870.8527911589208|881.6194365039195
2015-11-04|884.0|380.5|526.25|301.8|28.5|3846|2470|6244|1.504|185|86.5148|174.2911|15.13|396.98|1.315|891.55|912.876392099931|870.2236079000689|882.4129576692796
2015-11-05|864.0|374.5|526.25|296.4|27.83|3846|2470|6244|1.508|185|85.826|172.9039|15.01|394.76|1.317|890.6875|914.8209182203848|866.5540817796152|876.2753051128532
2015-11-06|867.25|373.0|523.25|295.7|28.04|3846|2470|6244|1.52|185|85.2346|171.713|14.92|391.97|1.3306|889.7625|915.9156427365814|863.6093572634187|873.2668700752355
2015-11-09|866.25|366.75|501.75|295.0|27.77|3846|2470|6380|1.509|185|84.2369|169.7047|14.79|386.91|1.3287|888.7|916.7894108161776|860.6105891838224|870.9279133834904
2015-11-10|855.5|359.0|490.75|292.2|27.27|3846|2470|6380|1.49|185|84.0446|169.3179|14.76|387.41|1.3275|885.775|914.8820867659408|856.6679132340593|865.7852755889936
2015-11-11|860.75|362.25|494.75|294.0|27.18|3846|2470|5998|1.493|185|83.618|168.459|14.61|387.98|1.3262|883.2875|912.0182653048088|854.5567346951913|864.1068503926624
2015-11-12|863.0|362.0|498.0|291.4|27.44|3846|2470|5998|1.487|185|82.8691|166.9509|14.4|387.03|1.3291|881.175|909.343288907919|853.0067110920809|863.7379002617749
2015-11-13|855.25|358.25|495.75|288.8|27.04|3846|2470|6340|1.452|183|82.4332|166.0734|14.29|384.35|1.3323|879.025|908.1981468991604|849.8518531008394|860.9086001745167
2015-11-16|859.5|360.0|494.0|288.8|27.29|3810|2429|5676|1.463|183|82.4601|166.1294|14.36|384.11|1.3331|877.45|907.261323352042|847.6386766479582|860.4390667830112
2015-11-17|864.0|362.0|487.5|288.5|27.47|3745|2427|5702|1.46|183|81.7422|164.6837|14.14|381.67|1.3321|875.85|904.9332425977572|846.7667574022428|861.6260445220075
2015-11-18|857.75|361.75|483.25|285.6|27.44|3777|2392|5916|1.448|183|81.5672|164.332|14.2|381.22|1.3303|873.475|900.2317281258378|846.7182718741623|860.3340296813384
2015-11-19|860.0|364.25|490.75|286.6|27.55|3776|2372|5736|1.482|183|81.7412|164.683|14.2|383.9|1.3284|871.5375|896.2246803776778|846.8503196223222|860.2226864542256
2015-11-20|857.5|363.25|488.5|283.0|27.9|3824|2432|5684|1.501|182|81.4234|164.0434|14.18|383.34|1.3346|869.6375|892.4319483372598|846.8430516627403|859.3151243028171
2015-11-23|864.25|367.25|495.0|285.3|27.91|3882|2349|5684|1.495|182|81.4999|164.1995|14.29|383.61|1.3365|868.6|890.3688998343968|846.8311001656033|860.9600828685448
2015-11-24|863.75|364.25|484.25|283.8|28.31|3892|2353|5582|1.501|182|82.1446|165.4991|14.52|384.0|1.3305|867.225|886.419335101795|848.030664898205|861.8900552456965
2015-11-25|875.25|366.0|479.25|284.8|28.89|3885|2354|5582|1.485|182|82.2684|165.7492|14.5|384.34|1.329|866.9125|885.3558422947144|848.4691577052856|866.3433701637978
2015-11-26|875.25|366.0|479.25|284.8|28.89|3896|2424|5582|1.485|182|82.2684|165.7492|14.5|384.34|1.3294|866.625|884.4915189670512|848.7584810329488|868.5622467758652
2015-11-27|873.0|359.25|465.75|282.4|28.75|3901|2453|5480|1.471|182|81.0962|163.3889|14.28|380.93|1.3371|866.625|884.4915189670512|848.7584810329488|868.5622467758652
2015-11-30|881.0|365.0|460.0|284.6|29.1|3913|2395|5498|1.49|182|81.0781|163.3542|14.19|380.0|1.3362|866.4875|883.8602336651431|849.1147663348568|872.7081645172435
2015-12-01|889.25|373.75|471.5|286.4|30.08|3918|2395|5598|1.512|182|81.7533|164.7157|14.35|383.81|1.3358|867.0125|886.358349037972|847.6666509620281|878.2221096781624
2015-12-02|892.25|370.25|467.25|286.7|30.57|3896|2395|5598|1.494|182|80.3708|161.9311|14.05|379.59|1.3343|867.675|889.3810475444056|845.9689524555943|882.898073118775
2015-12-03|897.5|377.0|478.75|287.4|30.87|3904|2395|5598|1.509|182|81.2978|163.7998|14.21|384.1|1.3355|868.35|892.7207816862734|843.9792183137266|887.7653820791834
2015-12-04|906.0|381.5|484.5|284.9|32.08|3899|2395|5598|1.509|186|81.7016|164.6144|14.19|386.64|1.3362|870.45|899.7077340202553|841.1922659797448|893.843588052789
2015-12-07|882.25|373.0|482.75|278.0|31.25|3876|2395|5598|1.467|186|79.5064|160.1944|13.78|380.66|1.3499|871.2|900.8574611185786|841.5425388814215|889.9790587018593
2015-12-08|876.75|373.5|481.5|275.4|31.49|3835|2395|5598|1.466|186|79.169|159.5158|13.71|378.0|1.3585|871.725|901.3851163180456|842.0648836819544|885.5693724679063
2015-12-09|876.75|373.75|489.75|277.0|31.11|3857|2395|5598|1.464|186|79.2466|159.6735|13.72|380.8|1.358|872.7875|901.5556573097756|844.0193426902243|882.629581645271
2015-12-10|878.25|379.25|495.5|273.8|31.79|3851|2395|5598|1.465|186|79.1544|159.4889|13.67|378.82|1.3625|873.6625|901.9738382763868|845.3511617236132|881.1697210968474
2015-12-11|870.75|375.25|490.5|273.7|31.36|3848|2395|5598|1.455|182|78.4224|158.0152|13.53|375.6|1.3756|874.05|901.9765107021984|846.1234892978016|877.6964807312316
2015-12-14|874.25|379.0|493.5|275.5|31.12|3847|2395|5598|1.456|182|77.9609|157.089|13.44|373.83|1.3734|875.0|901.5631323454144|848.4368676545856|876.5476538208211
2015-12-15|867.25|377.25|494.25|271.8|30.7|3837|2439|5700|1.445|182|77.5781|156.319|13.41|373.7|1.3733|875.3875|901.251797303426|849.5232026965742|873.4484358805474
2015-12-16|862.5|369.75|483.5|269.9|30.37|3849|2450|5688|1.395|182|77.0807|155.3178|13.35|372.31|1.378|875.3125|901.3167664768688|849.3082335231312|869.7989572536984
2015-12-17|877.0|374.25|484.0|275.9|30.07|3875|2442|5670|1.407|182|76.6045|154.3595|13.21|368.33|1.3937|876.275|901.001453445652|851.5485465543479|872.199304835799
2015-12-18|892.25|374.5|486.75|281.0|30.53|3872|2441|5644|1.399|181|77.4523|156.0691|13.27|372.18|1.3957|877.8875|902.36324054038|853.41175945962|878.8828698905327
2015-12-21|891.25|372.0|479.0|279.0|30.77|3874|2474|5700|1.383|181|77.6985|156.5687|13.21|373.68|1.3959|879.575|902.8183323772648|856.3316676227354|883.0052465936885
2015-12-22|885.25|366.25|471.75|276.9|30.44|3873|2496|5744|1.36|181|77.169|155.503|13.15|373.13|1.392|880.625|902.880617268456|858.369382731544|883.7534977291257
2015-12-23|881.75|365.5|469.5|272.4|30.52|3872|2483|5724|1.394|181|78.1055|157.3911|13.39|376.52|1.3849|881.525|902.390581707683|860.6594182923169|883.0856651527505
2015-12-24|875.25|364.5|467.5|269.0|30.87|3872|2480|5754|1.401|181|78.4851|158.1571|13.39|377.75|1.3821|881.525|902.390581707683|860.6594182923169|880.4737767685004
2015-12-25|875.25|364.5|467.5|269.0|30.87|3868|2477|5744|1.401|181|78.4851|158.1571|13.39|377.75|1.3824|881.125|902.9151927481148|859.3348072518851|875.3158511790003
2015-12-28|865.0|361.0|466.5|267.3|30.2|3869|2468|5724|1.392|181|77.879|156.9401|13.2|376.39|1.3905|881.125|902.9151927481148|859.3348072518851|875.3158511790003
2015-12-29|870.0|362.5|475.75|268.5|30.52|3869|2471|5700|1.4|181|79.0418|159.2846|13.42|380.55|1.3844|880.575|902.8988101586624|858.2511898413376|873.5439007860003
2015-12-30|875.5|359.0|469.75|265.8|30.84|3844|2476|5842|1.38|181|78.0881|157.3639|13.29|377.0|1.388|879.8875|901.945647587683|857.8293524123171|874.1959338573336
2015-12-31|871.25|358.75|470.0|264.3|30.55|3826|2474|5860|1.4|181|78.5588|158.3135|13.36|379.31|1.3839|878.8375|900.4362702196213|857.2387297803787|873.2139559048891
2016-01-01|871.25|358.75|470.0|264.3|30.55|3826|2474|5860|1.4|181|78.5588|158.3135|13.36|379.31|1.3855|876.7625|898.7610652941278|854.7639347058723|867.4759706032594
2016-01-04|856.0|351.5|458.25|264.4|30.12|3810|2461|5760|1.382|181|77.9054|157.0013|13.26|377.98|1.3953|876.7625|898.7610652941278|854.7639347058723|867.4759706032594
2016-01-05|857.25|353.0|461.25|266.3|29.81|3839|2456|5820|1.363|181|77.6628|156.5135|13.13|376.75|1.3996|874.325|893.4391962949009|855.2108037050992|864.0673137355063
2016-01-06|864.75|353.25|462.75|268.7|29.78|3785|2561|5772|1.333|181|76.6414|154.4558|12.92|373.26|1.4076|873.45|892.6350201980608|854.2649798019393|864.294875823671
2016-01-07|864.5|353.0|468.5|267.4|29.62|3788|2559|5770|1.32|181|76.6828|154.5404|12.86|372.29|1.4115|872.8375|892.3415220211115|853.3334779788885|864.363250549114
2016-01-08|865.25|357.0|478.5|268.7|29.64|3780|2546|5774|1.335|181|76.7265|154.6292|12.8|371.78|1.4172|872.2625|891.9484562886846|852.5765437113155|864.6588336994093
2016-01-11|861.25|351.75|469.0|269.9|29.25|3770|2546|5706|1.319|181|75.1221|151.3986|12.45|364.4|1.4216|871.4125|891.4557501106981|851.369249889302|863.5225557996063
2016-01-12|874.5|356.75|481.25|275.6|29.18|3770|2550|5678|1.327|181|74.4338|150.0123|12.37|362.48|1.4262|871.6|891.6850690812853|851.5149309187148|867.1817038664043
2016-01-13|880.0|358.0|478.0|275.5|29.54|3770|2512|5678|1.308|181|74.63|150.4086|12.3|363.91|1.434|871.8875|892.2783527286134|851.4966472713867|871.4544692442696
2016-01-14|882.25|358.0|468.75|274.2|29.75|3750|2522|5668|1.325|181|74.5594|150.2672|12.33|362.28|1.4366|872.6375|893.3910990854599|851.8839009145402|875.0529794961798
2016-01-15|879.0|363.25|473.75|270.7|29.65|3759|2500|5736|1.35|181|73.4877|148.1083|12.065|359.02|1.4541|873.4625|893.847098965886|853.077901034114|876.3686529974533
2016-01-18|879.0|363.25|473.75|270.7|29.65|3498|2478|5504|1.35|181|73.4877|148.1083|12.065|359.02|1.456|873.7875|894.590309305476|852.984690694524|878.745768664969
2016-01-19|883.5|367.75|474.5|271.3|30.03|3516|2491|5504|1.356|181|73.6098|148.3579|11.97|359.41|1.4579|873.7875|894.590309305476|852.984690694524|878.745768664969
2016-01-20|874.0|368.75|471.5|269.8|29.81|3520|2559|5556|1.363|181|72.8759|146.8798|11.88|353.67|1.4504|872.875|891.8819066394298|853.8680933605702|877.163845776646
2016-01-21|878.5|367.0|475.0|272.2|29.94|3497|2545|5556|1.36|181|73.7915|148.7263|12.04|358.74|1.4266|872.2375|889.512825611982|854.962174388018|877.609230517764
2016-01-22|876.5|370.25|475.5|268.5|30.5|3506|2564|5556|1.393|178|75.2355|151.6377|12.4|363.84|1.4119|871.8|888.1535928774076|855.4464071225923|877.2394870118427
2016-01-25|880.5|369.75|481.5|272.5|30.44|3518|2551|5556|1.397|178|74.4959|150.1501|12.13|362.78|1.4291|871.7375|887.9474313693796|855.5275686306203|878.3263246745619
2016-01-26|876.5|369.25|484.75|269.9|30.74|3504|2597|5556|1.4|178|75.499|152.1732|12.37|366.07|1.4118|871.8|888.0731373742127|855.5268626257872|877.7175497830412
2016-01-27|883.0|369.25|476.5|272.5|30.87|3496|2574|5556|1.416|178|76.1198|153.4257|12.52|367.28|1.4096|872.7|889.3557797776027|856.0442202223974|879.4783665220275
2016-01-28|867.75|365.5|472.25|266.9|30.69|3487|2575|5556|1.414|178|76.1049|153.3972|12.66|368.21|1.4029|872.5875|889.3447931883404|855.8302068116595|875.5689110146851
2016-01-29|882.25|372.0|479.25|272.4|30.88|3456|2555|5556|1.426|180|77.2234|155.6528|12.78|370.35|1.3976|872.925|890.1681870604016|855.6818129395983|877.7959406764568
2016-02-01|880.75|371.25|475.25|271.0|30.76|3458|2574|5556|1.432|180|75.9526|153.0954|12.54|368.9|1.3948|873.4|890.9530624108729|855.846937589127|878.7806271176379
2016-02-02|886.25|372.5|475.25|274.6|30.79|3430|2533|5438|1.43|180|74.85|150.8744|12.32|366.03|1.4055|874.9125|891.3876896802435|858.4373103197565|881.2704180784253
2016-02-03|876.75|371.0|480.0|270.1|30.98|3450|2572|5460|1.409|180|76.2718|153.7417|12.63|371.28|1.3781|875.8875|890.2371297861653|861.5378702138348|879.7636120522836
2016-02-04|874.5|368.5|472.75|267.6|31.24|3412|2577|5562|1.414|180|76.1419|153.4814|12.61|370.86|1.3754|876.375|889.8114243755547|862.9385756244453|878.0090747015225
2016-02-05|867.5|365.75|466.75|265.0|31.23|3373|2578|5562|1.436|180|75.5965|152.3834|12.53|369.46|1.3917|876.525|889.4863849568632|863.5636150431368|874.506049801015
2016-02-08|862.5|362.25|458.5|264.5|30.75|3373|2578|5562|1.423|180|75.5048|152.2031|12.47|369.13|1.3927|876.3875|889.872190393183|862.9028096068171|870.5040332006768
2016-02-09|863.25|361.0|457.5|263.1|30.7|3373|2578|5562|1.402|180|74.0028|149.1766|12.15|364.69|1.3867|876.4875|889.544562265303|863.430437734697|868.0860221337846
2016-02-10|862.25|360.25|461.25|261.0|31.01|3373|2578|5562|1.383|180|73.916|149.003|12.17|363.68|1.3926|875.875|890.3227506899863|861.4272493100137|866.1406814225231
2016-02-11|873.5|360.25|458.25|263.7|31.59|3373|2578|5562|1.373|180|73.9578|149.0885|12.32|363.09|1.3937|875.55|889.9040934927984|861.1959065072015|868.5937876150155
