Dates|S 1 Comdty_PX_LAST|C 1 Comdty_PX_LAST|W 1 Comdty_PX_LAST|SM1 Comdty_PX_LAST|BO1 Comdty_PX_LAST|AK1 Comdty_PX_LAST|AE1 Comdty_PX_LAST|SH1 Comdty_PX_LAST|DL1 Comdty_PX_LAST|DDGSFVGM Comdty_PX_LAST|BCOM Index_PX_LAST|BCOMTR Index_PX_LAST|DBC US Equity_PX_LAST|CCI Index_PX_LAST|USDCAD Curncy_PX_LAST|BB_MA|BB_UPPER|BB_LOWER|EMAVG
2017-01-17|1069.25|365.5|433.5|348.8|35.56|4100|3073|6942|1.506|137|88.9487|179.8893|15.88|433.67|1.3043|1013.9375|1053.3912308121803|974.4837691878196|1041.883519956103
2017-01-18|1075.0|365.0|431.0|351.1|35.58|4201|3080|6942|1.503|137|88.3839|178.7497|15.74|430.88|1.3269|1015.85|1062.5791129810957|969.1208870189045|1052.922346637402
2017-01-19|1070.25|366.25|423.5|348.2|35.44|4201|3044|6942|1.475|145|88.1579|178.295|15.69|429.03|1.3318|1018.2875|1070.683414678532|965.891585321468|1058.6982310916014
2017-01-20|1067.5|369.75|428.25|348.7|35.15|4201|3058|6942|1.49|145|88.376|178.7389|15.87|429.79|1.332|1021.4|1077.5868311973545|965.2131688026456|1061.6321540610677
2017-01-23|1057.75|369.5|433.25|343.5|35.13|4201|3044|6942|1.492|145|88.5958|179.1912|15.87|431.71|1.3238|1023.95|1081.8489637212965|966.0510362787036|1060.3381027073783
2017-01-24|1058.5|363.25|426.75|343.0|35.28|4226|3114|6980|1.461|145|88.7502|179.5061|15.91|432.69|1.3158|1027.15|1085.2586052147185|969.0413947852816|1059.725401804919
2017-01-25|1055.25|366.25|424.5|343.3|34.87|4060|3118|6980|1.441|145|88.3675|178.7347|15.81|431.75|1.307|1030.4625|1087.0271256506662|973.897874349334|1058.2336012032797
2017-01-26|1049.5|363.75|427.0|342.4|34.47|4060|3171|6980|1.461|145|88.2692|178.5382|15.88|429.83|1.309|1032.2|1088.862068440889|975.5379315591108|1055.3224008021864
2017-01-27|1049.25|362.5|420.5|343.0|34.27|4060|3171|6980|1.476|145|87.977|177.9497|15.75|430.63|1.3153|1034.325|1090.192052007422|978.457947992578|1053.2982672014575
2017-01-30|1022.75|357.75|414.0|334.4|33.61|4060|3171|6980|1.48|145|87.0293|176.0404|15.66|427.79|1.3117|1035.3|1089.6230153802237|980.9769846197764|1043.1155114676385
2017-01-31|1024.5|359.75|420.75|334.6|33.85|4060|3171|6980|1.493|145|87.5922|177.1814|15.75|429.26|1.303|1036.7|1088.3274151977416|985.0725848022583|1036.9103409784257
2017-02-01|1036.75|368.25|433.75|336.0|34.31|4060|3171|6980|1.511|145|88.5422|179.1057|15.92|432.73|1.3049|1038.7875|1086.7477113735958|990.827288626404|1036.8568939856173
2017-02-02|1037.25|367.5|434.5|333.8|34.59|4060|3171|6980|1.515|151|88.3999|178.8205|15.92|431.27|1.3027|1039.8875|1086.631610591603|993.1433894083972|1036.987929323745
2017-02-03|1027.0|365.25|430.25|331.6|33.86|4242|3005|6980|1.527|151|87.9428|177.8983|15.91|430.08|1.3023|1040.6125|1086.067003352253|995.1579966477468|1033.6586195491634
2017-02-06|1036.0|363.75|422.5|332.8|34.44|4242|3058|6950|1.54|151|87.83|177.6778|15.81|428.73|1.3084|1042.675|1083.0814041953747|1002.2685958046252|1034.4390796994423
2017-02-07|1042.75|368.5|430.75|335.9|34.3|4242|3056|6950|1.572|151|87.8624|177.7459|15.74|429.29|1.3185|1044.55|1081.135379593493|1007.9646204065066|1037.209386466295
2017-02-08|1058.75|370.75|432.5|341.2|34.69|4186|3108|6950|1.604|151|88.4178|178.8722|15.8|430.89|1.3144|1046.8|1080.9883020929674|1012.6116979070324|1044.38959097753
2017-02-09|1050.5|369.5|443.5|338.4|34.67|4234|3134|6950|1.589|151|88.5273|179.0963|15.88|431.77|1.3145|1048.75|1078.8689309239223|1018.6310690760778|1046.4263939850202
2017-02-10|1059.0|374.5|449.0|342.1|34.61|4218|3065|6804|1.601|151|89.3574|180.7783|16.05|432.83|1.3083|1049.6875|1079.8569692528722|1019.5180307471278|1050.6175959900136
2017-02-13|1054.25|375.5|452.25|343.2|34.17|4240|3075|6804|1.585|151|88.6376|179.33|15.87|429.15|1.3071|1050.0875|1080.2761878648278|1019.8988121351724|1051.8283973266757
2017-02-14|1045.0|374.25|449.5|339.5|34.14|4287|3026|6804|1.542|151|88.6259|179.309|15.89|429.62|1.3076|1048.875|1077.809624587162|1019.940375412838|1049.5522648844506
2017-02-15|1061.25|378.75|454.75|346.9|33.94|4347|3023|6804|1.553|151|89.0138|180.0965|15.91|432.61|1.308|1048.1875|1075.1957741951426|1021.1792258048577|1053.451509922967
2017-02-16|1043.75|373.5|447.75|342.0|33.52|4347|3032|6804|1.541|155|88.4806|179.0205|15.81|431.67|1.3071|1046.8625|1071.9426091504802|1021.7823908495196|1050.217673281978
2017-02-17|1032.5|368.25|441.0|339.6|32.89|4307|3016|6556|1.52|155|88.1104|178.2741|15.78|430.37|1.3096|1045.1125|1069.046510842314|1021.178489157686|1044.3117821879855
2017-02-20|1032.5|368.25|441.0|339.6|32.89|4217|3001|6556|1.52|155|88.1104|178.2741|15.78|430.37|1.3106|1043.5375|1068.0758755574814|1018.9991244425186|1038.2911881253235
2017-02-21|1026.25|369.25|436.0|337.4|32.67|4271|2965|6610|1.498|155|87.8646|177.7874|15.76|429.28|1.3141|1043.5375|1068.0758755574814|1018.9991244425186|1038.2911881253235
2017-02-22|1022.75|371.0|441.25|335.0|32.72|4188|2972|6610|1.504|155|87.5519|177.1574|15.68|428.01|1.3164|1041.75|1066.869713374161|1016.6302866258392|1033.1107920835493
2017-02-23|1011.5|365.5|438.0|330.8|32.32|4129|3041|6610|1.506|156|87.3723|176.7966|15.73|427.99|1.3105|1039.5625|1067.101960325141|1012.0230396748592|1025.9071947223665
2017-02-24|1013.5|364.0|431.25|331.3|32.39|3925|2979|6610|1.504|156|87.4836|177.0244|15.7|426.9|1.3091|1037.7625|1067.1148742651255|1008.4101257348746|1021.7714631482444
2017-02-27|1011.0|360.25|418.75|331.1|32.35|4022|2989|6602|1.505|156|87.0995|176.2551|15.66|423.32|1.318|1035.85|1066.8948868575808|1004.805113142419|1018.1809754321628
2017-02-28|1025.0|366.75|424.75|332.6|33.69|4017|2978|6482|1.525|156|87.7388|177.5513|15.72|426.42|1.3301|1035.9625|1066.832499595076|1005.092500404924|1020.453983621442
2017-03-01|1051.75|382.0|457.0|339.3|34.74|4010|2978|6094|1.543|156|88.324|178.7382|15.79|429.79|1.3325|1037.325|1068.4554111762116|1006.1945888237884|1030.8859890809613
2017-03-02|1037.25|379.5|452.75|334.8|34.13|4000|2978|5546|1.507|152|86.9865|176.034|15.54|425.61|1.3391|1037.35|1068.4793270084658|1006.220672991534|1033.0073260539743
2017-03-03|1037.5|380.75|453.5|333.0|34.38|4000|2978|5130|1.514|152|87.1899|176.4482|15.62|426.97|1.338|1037.3625|1068.4918571247465|1006.2331428752536|1034.504884035983
2017-03-06|1037.25|378.5|458.5|333.7|34.27|4000|2978|5130|1.506|152|87.1109|176.2958|15.6|426.94|1.3412|1037.875|1068.6404432765075|1007.1095567234923|1035.4199226906553
2017-03-07|1025.25|376.0|456.5|331.3|33.73|4000|2978|5130|1.491|152|86.3515|174.7627|15.53|423.7|1.3413|1037.3375|1068.5870099961585|1006.0879900038416|1032.029948460437
2017-03-08|1021.75|372.25|447.0|331.1|33.54|4000|2978|5130|1.485|152|85.2905|172.619|15.18|420.24|1.3491|1036.2875|1068.144318343959|1004.430681656041|1028.6032989736248
2017-03-09|1011.0|367.0|444.0|328.5|33.11|4000|2978|5130|1.488|145|84.5785|171.1815|15.05|416.63|1.3511|1033.9|1065.8223276093709|1001.9776723906292|1022.7355326490832
2017-03-10|1006.5|364.25|440.5|328.7|32.68|4000|2978|5130|1.52|145|84.2675|170.5556|14.91|416.36|1.3471|1031.7|1064.7864776003732|998.6135223996268|1017.3236884327222
2017-03-13|1006.0|361.0|430.5|330.9|32.12|4000|2978|5130|1.533|145|84.3691|170.7718|14.89|417.85|1.3446|1029.05|1061.4485339174475|996.6514660825524|1013.5491256218148
2017-03-14|999.25|362.25|430.5|327.2|32.3|4000|2978|5130|1.519|145|83.9026|169.8313|14.83|416.82|1.3479|1026.3|1059.0110837484788|993.588916251521|1008.7827504145432
2017-03-15|998.0|363.5|436.0|327.6|32.22|3862|2859|6350|1.536|145|84.5137|171.072|14.96|419.14|1.3304|1023.95|1057.686701083538|990.213298916462|1005.1885002763622
2017-03-16|1001.5|366.0|436.0|329.3|32.26|3829|2866|6340|1.556|146|84.8731|171.8031|14.94|420.6|1.3319|1020.9625|1051.3764256755849|990.5485743244152|1003.9590001842416
2017-03-17|1000.0|367.5|436.25|328.9|32.3|3824|2851|6362|1.541|146|85.1449|172.357|14.99|421.55|1.335|1018.775|1048.6061498269846|988.9438501730154|1002.639333456161
2017-03-20|999.5|363.5|430.25|326.6|32.74|3835|2871|6372|1.529|146|85.1073|172.2921|14.9817|422.74|1.335|1017.125|1047.3845026396668|986.8654973603332|1001.592888970774
2017-03-21|1001.5|361.25|426.5|325.8|33.14|3792|2873|6380|1.522|146|84.9241|171.925|14.9|422.6|1.3352|1015.8875|1046.574417000572|985.200582999428|1001.561925980516
2017-03-22|999.75|358.75|422.25|323.5|33.52|3829|2850|6378|1.537|146|84.6604|171.3947|14.89|421.59|1.3329|1014.7375|1046.0274644454896|983.4475355545104|1000.9579506536776
2017-03-23|991.0|356.75|421.0|320.7|33.22|3842|2834|6310|1.537|146|84.5893|171.2545|14.86|421.75|1.335|1013.7125|1046.6587725509276|980.7662274490724|997.6386337691184
2017-03-24|975.75|356.25|424.75|318.2|32.23|3841|2810|6254|1.557|146|84.5258|171.1295|14.91|420.28|1.3378|1011.825|1048.6954149691865|974.9545850308136|990.3424225127457
2017-03-27|971.5|355.75|420.75|315.3|32.29|3758|2793|6126|1.54|146|84.3323|170.7486|14.89|419.21|1.3376|1009.85|1050.702294917177|968.9977050828232|984.0616150084973
2017-03-28|972.0|357.75|424.5|315.3|32.47|3745|2795|6060|1.56|146|84.9059|171.9136|14.98|419.38|1.3383|1007.2|1050.575569160531|963.8244308394692|980.0410766723317
2017-03-29|969.0|358.5|425.5|315.8|32.21|3746|2793|6070|1.566|146|85.4023|172.9224|15.12|419.36|1.3326|1003.0625|1044.3889065096398|961.7360934903602|976.3607177815544
2017-03-30|963.0|357.5|421.0|314.9|32.01|3728|2780|6030|1.585|144|85.3488|172.8178|15.18|417.87|1.3341|999.35|1041.063127430103|957.6368725698972|971.907145187703
2017-03-31|946.0|364.25|426.5|308.4|31.78|3728|2778|5968|1.614|144|85.3508|172.8258|15.21|418.13|1.3318|994.775|1038.7570702104847|950.7929297895154|963.2714301251352
2017-04-03|938.25|367.75|427.75|307.6|31.42|3728|2778|5968|1.64|144|84.7405|171.6011|15.15|414.79|1.3381|989.825|1035.8098072737073|943.8401927262928|954.930953416757
2017-04-04|937.75|363.0|427.0|308.1|31.43|3728|2778|5968|1.649|144|85.2934|172.7246|15.3|415.86|1.3402|985.45|1033.7140135090317|937.1859864909684|949.2039689445048
2017-04-05|944.25|364.75|429.75|309.8|31.83|3716|2748|5904|1.645|144|85.6223|173.3943|15.33|416.92|1.3435|981.575|1030.0033233242698|933.1466766757304|947.5526459630032
2017-04-06|941.5|360.75|423.25|308.7|31.37|3735|2763|5944|1.61|146|85.7491|173.6549|15.37|417.88|1.3413|978.1|1027.5472951737504|928.6527048262496|945.5350973086688
2017-04-07|942.0|359.5|424.0|307.4|31.62|3716|2768|5894|1.629|146|85.8354|173.8335|15.41|418.06|1.3398|974.875|1024.9026173728073|924.8473826271928|944.3567315391126
2017-04-10|941.75|367.0|428.75|309.1|31.35|3749|2778|5894|1.651|146|85.9032|173.9824|15.53|417.42|1.3326|971.6625|1021.534154023102|921.790845976898|943.4878210260752
2017-04-11|939.25|366.5|433.25|309.3|31.07|3776|2802|5884|1.65|146|86.0014|174.1853|15.56|418.91|1.3325|968.6625|1018.7532364190226|918.5717635809774|942.0752140173836
2017-04-12|947.75|369.0|433.25|312.7|31.24|3766|2828|5838|1.672|146|85.8823|173.9479|15.56|417.85|1.3254|966.15|1015.1312208912764|917.1687791087236|943.9668093449224
2017-04-13|955.5|371.0|429.75|317.5|31.19|3783|2853|5816|1.671|147|86.2988|174.7955|15.61|418.83|1.3329|963.85|1010.226287044135|917.473712955865|947.8112062299484
2017-04-14|955.5|371.0|429.75|317.5|31.19|3805|2868|5806|1.671|147|86.2988|174.7955|15.61|418.83|1.3325|961.5125|1004.9867668138291|918.0382331861708|949.6241374866324
2017-04-17|953.25|366.5|421.0|313.4|31.8|3790|2863|5838|1.657|147|86.0495|174.3066|15.52|418.61|1.3317|961.5125|1004.9867668138291|918.0382331861708|949.6241374866324
2017-04-18|946.0|361.75|422.5|312.2|31.14|3695|2856|5808|1.625|147|85.3535|172.9008|15.46|418.12|1.338|958.8375|999.0979877640596|918.5770122359404|948.4160916577548
2017-04-19|950.25|361.75|419.0|310.8|31.58|3668|2855|5656|1.617|147|84.635|171.4493|15.19|414.62|1.3485|956.275|991.5648356471096|920.9851643528904|949.0273944385034
2017-04-20|946.75|357.75|406.25|307.9|31.92|3675|2883|5664|1.62|144|84.4451|171.0685|15.13|410.8|1.3469|953.625|982.906606854816|924.343393145184|948.2682629590024
2017-04-21|951.0|357.0|405.0|309.6|31.94|3662|2882|5682|1.624|144|83.9044|169.977|14.98|409.58|1.3498|951.625|975.361311844935|927.888688155065|949.1788419726682
2017-04-24|961.25|359.25|402.5|316.4|31.69|3644|2904|5734|1.619|144|83.7173|169.6096|14.93|407.17|1.3501|950.9|972.4275405004844|929.3724594995156|953.2025613151122
2017-04-25|954.5|365.0|408.75|313.5|31.58|3619|2906|5706|1.614|144|84.0281|170.2432|15.0|409.38|1.3572|950.05|969.499035965826|930.6009640341738|953.6350408767416
2017-04-26|945.75|359.0|407.75|309.6|31.91|3637|2889|5690|1.595|144|83.8908|169.9688|14.92|408.45|1.3617|948.7375|965.4321660643452|932.0428339356548|951.0066939178278
2017-04-27|945.75|362.0|413.5|310.5|31.7|3626|2867|5686|1.592|147|83.617|169.4181|14.84|407.92|1.3633|947.575|961.4666341731274|933.6833658268728|949.2544626118852
2017-04-28|945.25|358.0|418.5|311.7|31.45|3636|2834|5632|1.558|147|84.0128|170.2237|14.8|411.9|1.3653|946.6875|958.6592114482434|934.7157885517566|947.9196417412568
2017-05-01|970.25|377.5|456.0|318.6|32.16|3636|2834|5632|1.567|147|84.2066|170.6282|14.83|412.11|1.3681|947.9|963.6602347698248|932.139765230175|955.3630944941712
2017-05-02|968.75|372.25|454.0|315.0|32.62|3692|2888|5658|1.538|147|83.85|169.9096|14.67|410.12|1.3709|949.425|966.9578976498468|931.8921023501532|959.8253963294476
2017-05-03|975.25|374.75|454.0|318.8|32.56|3719|2904|5714|1.519|147|83.7349|169.6803|14.61|408.49|1.373|951.3|971.286620524741|931.3133794752588|964.9669308862984
2017-05-04|974.25|366.5|437.75|318.6|32.5|3735|2887|5700|1.468|147|82.2104|166.5951|14.26|403.29|1.3749|952.8|974.8423456102112|930.7576543897889|968.0612872575324
2017-05-05|973.0|370.75|442.25|316.9|32.9|3730|2887|5648|1.501|147|82.6787|167.548|14.46|404.84|1.3652|954.375|977.4403961596154|931.3096038403846|969.707524838355
2017-05-08|964.75|366.0|433.5|313.6|32.94|3740|2857|5758|1.482|147|82.2704|166.7324|14.4|405.59|1.3691|955.5125|978.2663320948363|932.7586679051636|968.0550165589034
2017-05-09|974.0|366.5|429.5|318.5|32.89|3733|2856|5690|1.451|147|82.0331|166.2556|14.33|403.88|1.372|957.125|980.3157848077636|933.9342151922364|970.0366777059356
2017-05-10|970.25|373.75|431.75|317.7|32.28|3744|2846|5690|1.461|147|82.7642|167.7415|14.56|406.23|1.3656|958.675|981.007767405765|936.3422325942348|970.1077851372904
2017-05-11|966.25|369.25|433.75|314.9|32.49|3738|2839|5790|1.482|149|83.1253|168.4776|14.62|407.22|1.3697|959.6|981.5757821248756|937.6242178751244|968.8218567581936
2017-05-12|963.0|371.0|432.75|313.3|32.84|3722|2830|5784|1.508|149|83.4839|169.2085|14.62|410.23|1.371|959.975|981.9140633346094|938.0359366653906|966.881237838796
2017-05-15|965.25|367.75|423.25|312.5|33.02|3712|2865|5718|1.507|149|83.5781|169.4121|14.7|410.36|1.3633|960.575|982.4016465587364|938.7483534412636|966.3374918925308
2017-05-16|976.25|367.75|424.25|317.0|33.01|3753|2815|6050|1.482|149|83.4973|169.2527|14.72|409.84|1.3606|962.0875|983.8569022655652|940.3180977344348|969.6416612616872
2017-05-17|975.75|371.5|427.0|315.3|33.15|3755|2841|6082|1.456|149|83.9752|170.2256|14.82|412.34|1.3602|963.3625|985.1962325027124|941.5287674972876|971.6777741744582
2017-05-18|944.75|366.0|425.75|307.5|32.44|3806|2816|5994|1.463|148|83.4204|169.1053|14.78|409.49|1.3603|963.2625|985.4156459391212|941.1093540608788|962.7018494496388
2017-05-19|953.0|372.5|435.25|307.0|33.04|3717|2786|5970|1.483|148|84.7155|171.7348|15.07|413.3|1.3511|963.3625|985.3104355521197|941.4145644478804|959.4678996330928
2017-05-22|956.5|375.0|434.25|307.8|32.94|3772|2795|6008|1.47|148|85.259|172.8497|15.17|415.03|1.3503|963.125|985.2612259655976|940.9887740344024|958.4785997553952
2017-05-23|948.25|369.5|429.5|306.3|32.34|3772|2788|6008|1.464|148|84.7047|171.7303|15.12|411.99|1.3514|962.8125|985.594002913548|940.030997086452|955.0690665035968
2017-05-24|948.25|371.25|432.5|306.4|32.28|3778|2769|5946|1.48|148|84.4665|171.2518|15.09|409.56|1.3407|962.9375|985.3678783962732|940.5071216037268|952.7960443357312
2017-05-25|939.5|369.25|430.75|304.7|32.04|3715|2781|5940|1.498|157|83.7059|169.714|14.76|407.77|1.3485|962.625|986.1518463675012|939.0981536324988|948.3640295571544
2017-05-26|926.5|374.25|438.25|301.8|31.6|3747|2750|5866|1.52|157|84.0062|170.3274|14.87|409.46|1.3446|961.6875|989.0849793548604|934.2900206451396|941.0760197047696
2017-05-29|926.5|374.25|438.25|301.8|31.6|3747|2750|5866|1.52|157|84.0062|170.3274|14.87|409.46|1.3452|958.8125|993.1908634718118|924.4341365281882|931.6340131365132
2017-05-30|912.75|367.0|429.5|297.6|31.42|3747|2750|5866|1.515|157|83.2049|168.72|14.75|407.76|1.3459|958.8125|993.1908634718118|924.4341365281882|931.6340131365132
2017-05-31|916.0|372.0|429.25|298.1|31.34|3747|2673|5758|1.524|157|82.8292|167.9627|14.59|406.55|1.35|956.175|994.9161602820566|917.4338397179432|926.422675424342
2017-06-01|912.25|370.5|429.0|297.5|31.25|3690|2665|5736|1.555|155|82.4643|167.2272|14.49|404.2|1.3515|953.025|995.1474108996624|910.9025891003377|921.6984502828948
2017-06-02|921.25|372.75|429.5|301.9|31.01|3690|2647|5736|1.565|155|82.3265|166.9523|14.42|403.58|1.3487|950.375|993.4799591114526|907.2700408885474|921.5489668552632
2017-06-05|922.0|373.0|429.5|300.6|31.31|3740|2641|5736|1.558|155|82.0008|166.3051|14.34|403.27|1.3473|947.825|991.3069215306776|904.3430784693224|921.6993112368422
2017-06-06|923.5|377.25|435.75|301.1|31.39|3769|2628|5736|1.559|155|82.478|167.2776|14.44|403.96|1.3455|945.7625|989.7478597802724|901.7771402197276|922.2995408245616
2017-06-07|930.75|384.75|444.75|304.9|31.36|3769|2628|5736|1.566|155|81.9603|166.2321|14.24|402.53|1.3509|943.6|986.0453766622468|901.1546233377532|925.1163605497078
2017-06-08|938.0|385.75|449.25|306.1|31.85|3777|2635|5736|1.543|160|82.176|166.6742|14.24|404.64|1.3506|941.9875|982.6745602894828|901.3004397105173|929.4109070331384
2017-06-09|941.5|387.75|445.75|305.9|32.29|3822|2643|5750|1.55|160|82.4213|167.1762|14.32|405.68|1.347|940.75|979.885980887158|901.614019112842|933.4406046887592
2017-06-12|931.25|377.25|434.0|301.8|31.94|3879|2627|5792|1.535|160|81.5908|165.5054|14.19|402.75|1.3324|939.1625|977.1174980239756|901.2075019760244|932.7104031258394
2017-06-13|932.5|381.0|445.0|301.5|32.09|3862|2585|5792|1.566|160|81.6144|165.5577|14.25|401.98|1.3242|937.525|973.616861963606|901.433138036394|932.6402687505596
2017-06-14|931.75|377.0|443.0|301.8|32.09|3788|2591|5792|1.549|160|80.8905|164.0938|14.0|399.74|1.3247|935.3|966.7573520818264|903.8426479181734|932.3435125003732
2017-06-15|934.75|379.5|453.75|300.6|32.74|3788|2546|5574|1.573|161|80.9162|164.1506|14.06|398.13|1.3269|933.25|958.6581679780342|907.8418320219658|933.1456750002488
2017-06-16|939.0|384.0|465.25|300.9|33.11|3797|2588|5710|1.571|161|81.2691|164.8709|14.12|398.27|1.3213|932.9625|957.9706361760528|907.9543638239472|935.0971166668328
2017-06-19|937.75|375.25|467.0|301.5|32.82|3797|2619|5710|1.55|161|80.7188|163.7682|14.03|395.05|1.3219|932.2|955.5958329623032|908.8041670376969|935.981411111222
2017-06-20|927.75|370.0|472.5|300.9|32.02|3797|2665|5710|1.522|161|80.1295|162.5772|13.89|392.85|1.3268|930.7625|951.37710344028|910.1478965597202|933.2376074074812
2017-06-21|918.75|368.75|464.5|297.9|31.85|3789|2641|5652|1.515|161|79.6311|161.5704|13.74|388.7|1.3334|929.2875|948.8823175546496|909.6926824453506|928.4084049383208
2017-06-22|904.0|362.75|461.25|293.8|31.55|3789|2608|5652|1.498|160|79.3575|161.0199|13.76|385.75|1.3233|927.075|947.5774998475796|906.5725001524204|920.2722699588808
2017-06-23|904.5|357.75|459.75|293.6|31.61|3731|2587|5652|1.491|160|79.6382|161.594|13.82|389.5|1.3267|925.325|947.2145523024112|903.4354476975888|915.0148466392538
2017-06-26|906.75|359.0|450.0|294.1|31.52|3707|2564|5652|1.497|160|79.8687|162.0752|13.85|389.76|1.3244|924.3375|947.6609190246628|901.0140809753372|912.2598977595028
2017-06-27|911.25|359.25|453.25|294.0|32.08|3722|2559|5652|1.503|160|80.418|163.1944|14.01|391.58|1.3199|924.2625|947.7435961200708|900.7814038799294|911.9232651730018
2017-06-28|914.0|356.75|457.25|294.6|32.12|3778|2613|5652|1.472|160|80.84|164.0553|14.1|392.7|1.3039|924.1625|947.8000099153868|900.5249900846134|912.6155101153346
2017-06-29|915.5|359.75|480.25|294.4|32.42|3778|2632|5652|1.475|157|81.3297|165.0537|14.16|395.04|1.3004|924.325|947.6756423894504|900.9743576105496|913.5770067435564
2017-06-30|942.25|370.5|511.0|304.4|32.93|3778|2533|5652|1.509|157|82.6017|167.6399|14.45|402.05|1.2964|925.375|949.935384768973|900.814615231027|923.134671162371
2017-07-03|970.0|388.5|555.0|313.8|33.24|3778|2593|5652|1.528|157|83.1053|168.6759|14.6|404.81|1.3007|927.775|959.018759376874|896.531240623126|938.7564474415808
2017-07-04|970.0|388.5|555.0|313.8|33.24|3778|2674|5652|1.528|157|83.1053|168.6759|14.6|404.81|1.2937|930.6875|969.690664935682|891.6843350643181|953.0876316277204
2017-07-05|981.75|392.0|560.0|318.3|33.24|3778|2674|5750|1.516|157|82.3172|167.0861|14.38|403.36|1.2957|930.6875|969.690664935682|891.6843350643181|953.0876316277204
2017-07-06|985.75|390.5|539.0|322.0|32.9|3778|2750|5750|1.505|167|82.4177|167.2949|14.39|403.05|1.2978|933.4375|979.234572777635|887.640427222365|963.9750877518136
2017-07-07|1001.0|392.5|535.0|330.7|32.85|3778|2749|5750|1.518|167|81.8048|166.0556|14.25|399.96|1.2876|936.5875|991.0526895709544|882.1223104290456|976.3167251678758
2017-07-10|1024.75|402.0|550.0|338.2|33.68|3778|2740|5750|1.553|167|82.3597|167.1966|14.31|400.83|1.2891|940.75|1007.4347058927308|874.0652941072692|992.4611501119172
2017-07-11|1029.25|401.75|553.0|338.7|33.81|3778|2753|5750|1.561|167|83.0187|168.5393|14.45|401.59|1.2915|945.65|1022.4563148445492|868.8436851554509|1004.7241000746116
2017-07-12|1020.75|385.5|537.0|336.0|33.52|3778|2822|6080|1.55|167|82.65|167.7955|14.38|401.01|1.2751|950.0625|1033.217457007986|866.907542992014|1010.0660667164078
2017-07-13|975.5|369.75|511.75|317.9|33.07|3778|2842|6062|1.512|170|81.9205|166.3193|14.37|399.54|1.2722|952.25|1035.6643273065245|868.8356726934755|998.5440444776052
2017-07-14|989.0|376.25|510.75|323.7|33.24|4004|2807|5910|1.538|170|82.7031|167.9131|14.53|402.8|1.2644|954.9625|1039.4455271415509|870.4794728584492|995.3626963184036
2017-07-17|985.0|375.0|506.0|321.8|33.01|3820|2861|6050|1.531|170|82.69|167.9011|14.48|403.13|1.2697|957.2625|1042.384247368108|872.140752631892|991.9084642122692
2017-07-18|989.5|377.0|503.75|323.5|33.17|3821|2861|5964|1.545|170|83.1462|168.8323|14.54|402.78|1.2628|959.85|1045.5858443126328|874.1141556873673|991.1056428081796
2017-07-19|999.75|382.5|503.0|326.6|33.46|3819|2876|5956|1.54|170|83.6316|169.8229|14.67|405.65|1.2606|963.45|1049.537833054387|877.3621669456131|993.9870952054532
2017-07-20|1013.25|391.0|505.75|330.5|33.97|3815|2880|6040|1.538|175|83.6887|169.9438|14.65|406.2|1.2589|968.175|1054.3039875709685|882.0460124290317|1000.4080634703022
2017-07-21|1009.0|379.75|499.25|329.7|33.8|3802|2901|6040|1.519|175|82.988|168.5259|14.45|405.05|1.2539|973.425|1055.9937743641626|890.8562256358373|1003.2720423135348
2017-07-24|997.5|377.25|488.75|325.9|33.61|3779|2859|6040|1.517|175|82.6455|167.845|14.48|402.86|1.251|978.075|1054.8662918240084|901.2837081759918|1001.3480282090233
2017-07-25|981.5|368.75|474.0|318.3|33.5|3789|2867|6190|1.505|175|83.1124|168.7987|14.64|402.21|1.2509|981.8125|1051.2813554317688|912.3436445682312|994.7320188060156
2017-07-26|988.75|372.75|477.75|319.8|33.73|3790|2823|6072|1.52|175|83.6852|169.9676|14.78|404.79|1.2445|985.6875|1047.1665360610834|924.2084639389166|992.7380125373436
2017-07-27|994.75|374.25|479.75|322.3|33.85|3805|2822|6302|1.53|176|84.2293|171.0783|14.87|408.8|1.2554|989.725|1041.7160809658733|937.7339190341266|993.4086750248958
2017-07-28|1000.75|374.25|481.0|321.0|34.61|3805|2868|6244|1.541|176|84.4799|171.593|14.95|410.8|1.2433|993.9875|1033.3935512485075|954.5814487514924|995.8557833499306
2017-07-31|994.5|370.75|474.5|318.6|34.71|3802|2871|6292|1.554|176|84.3915|171.4304|15.04|410.13|1.248|996.6|1028.0679996186602|965.1320003813398|995.4038555666205
2017-08-01|964.25|362.5|461.25|310.3|33.97|3804|2871|6292|1.539|176|83.5325|169.6905|14.87|406.99|1.2538|996.3125|1028.8347519976708|963.7902480023292|985.0192370444136
2017-08-02|970.75|365.0|460.75|311.2|34.26|3781|2871|6250|1.559|176|83.926|170.495|14.9|410.04|1.257|995.7625|1029.5968298293317|961.9281701706684|980.262824696276
2017-08-03|954.0|363.5|457.75|308.3|33.48|3782|2820|6250|1.553|177|83.3343|169.298|14.79|407.86|1.2586|994.175|1032.4300976995223|955.9199023004776|971.5085497975172
2017-08-04|952.25|366.5|454.75|305.3|33.69|3780|2820|6200|1.576|177|83.2769|169.1864|14.82|407.05|1.2645|991.7375|1033.950198030332|949.524801969668|965.0890331983449
2017-08-07|964.0|372.25|463.5|309.9|33.58|3818|2820|6200|1.595|177|83.716|170.0936|14.85|408.16|1.268|988.7|1029.69896340153|947.70103659847|964.72602213223
